catalogItemId,catalogCategoryId,catalogCode,catalogNameHu,catalogNameEn,catalogNameDe,catalogUnit,catalogPrice,catalogPriceCurrency,catalogVatRate,catalogTechnicalPrice,svgLayer,hasLayer,hasTechnicalPrice,isFullMouth,isArch,isQuadrant,maxTeethPerArch,allowedTeeth,milkToothOnly,isActive
cat00102,pcat0007,31,"Precíziós elhorgornyzás (interlock, gömbfejek)","Precision attachment (interlock, ball heads)","Präzisionsgeschiebe (Interlock, Kugelköpfe)",db,40000,HUF,0,30000,,FALSE,TRUE,FALSE,FALSE,TRUE,,,FALSE,TRUE
cat00103,pcat0007,32,Kapcsos elhorgonyzás (darabonként),Clasp retention (per unit),Klammerverankerung (pro Stück),db,7000,HUF,0,4000,,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00104,pcat0007,33,Fémlemez (kivehetőfogpótlásokhoz),Metal plate (for removable prostheses),Metallplatte (für herausnehmbare Prothesen),db,60000,HUF,0,32000,,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00105,pcat0007,34,Öntött fémháló (kivehető fogpótláshoz),Cast metal mesh (for removable prosthesis),Gegossenes Metallnetz (für herausnehmbare Prothese),db,22000,HUF,0,10000,,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00106,pcat0007,35,Műanyag fogak kivehető fogsorhoz (hagyományos),Acrylic teeth for removable denture (standard),Kunststoffzähne für herausnehmbare Prothese (Standard),fog,7000,HUF,0,4400,prosthesis-crown,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00107,pcat0007,36,Műanyag fogak kivehető fogsorhoz (prémium - Vita Physiodens),Acrylic teeth for removable denture (premium - Vita Physiodens),Kunststoffzähne für herausnehmbare Prothese (Premium - Vita Physiodens),fog,15000,HUF,0,8000,prosthesis-crown,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00108,pcat0007,37,Harapási sablon készítése (technikusi),Bite registration template fabrication (lab-made),Bissschablone-Herstellung (laborgefertigt),db,9000,HUF,0,6000,,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00109,pcat0007,38,3D nyomtatott egyéni kanál készítése (technikusi),3D printed custom tray fabrication (lab-made),3D-gedruckte individuelle Löffelherstellung (laborgefertigt),db,9000,HUF,0,6000,,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00110,pcat0007,39,3D nyomtatott minta készítése (állcsontonként),3D printed model fabrication (per arch),3D-gedruckte Modellherstellung (pro Kiefer),db,9000,HUF,0,6000,,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00111,pcat0007,40,Fogsor alábélelés (technikusi),Denture relining (lab-made),Prothesenunterfütterung (laborgefertigt),állcsont,22000,HUF,0,12000,,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00112,pcat0007,41,Fogsor tisztítás (rendelői),Denture cleaning (chairside),Prothesenreinigung (praxisgefertigt),állcsont,8000,HUF,0,0,,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00113,pcat0007,42,Harapásemelő sín,Bite raising splint,Aufbissschiene,állcsont,25000,HUF,0,12000,,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00114,pcat0007,43,Bruxizmus (csikorgatás) elleni sín,Bruxism (teeth grinding) splint,Bruxismus-Schiene (Knirscherschiene),állcsont,25000,HUF,0,12000,,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00115,pcat0008,01,"Egyszerű fogeltávolítás (egy gyökerű, vagy mozgó fog)",Simple tooth extraction (single-rooted or mobile tooth),Einfache Zahnextraktion (einwurzelig oder lockerer Zahn),fog,10000,HUF,0,0,[no-tooth],TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00116,pcat0008,02,"Fogeltávolítás (kétgyökerű, alapeset)","Tooth extraction (two-rooted, standard case)","Zahnextraktion (zweiwurzelig, Standardfall)",fog,15000,HUF,0,0,[no-tooth],TRUE,FALSE,FALSE,FALSE,FALSE,,14|15|24|25|34|35|44|45,FALSE,TRUE
cat00117,pcat0008,03,"Fogeltávolítás (három gyökerű, alapeset)","Tooth extraction (three-rooted, standard case)","Zahnextraktion (dreiwurzelig, Standardfall)",fog,20000,HUF,0,0,[no-tooth],TRUE,FALSE,FALSE,FALSE,FALSE,,16|17|18|26|27|28|36|37|38|46|47|48,FALSE,TRUE
cat00118,pcat0008,04,"Fogeltávolítás feltárással, nehezített fogeltávolítás","Surgical tooth extraction with flap, complicated extraction","Zahnextraktion mit Aufklappung, erschwerte Extraktion",fog,25000,HUF,0,0,[no-tooth],TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00119,pcat0008,05,Bölcsesség fog eltávolítás,Wisdom tooth extraction,Weisheitszahnentfernung,fog,30000,HUF,0,0,[no-tooth],TRUE,FALSE,FALSE,FALSE,FALSE,,18|28|38|48,FALSE,TRUE
cat00120,pcat0008,06,Gyökércsúcs rezekció,Apicoectomy,Wurzelspitzenresektion,fog,25000,HUF,0,0,endo-resection,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00121,pcat0008,07,Sinus (arcüreg) zárás (szükség esetén),Sinus (maxillary sinus) closure (if necessary),Sinusverschluss (Kieferhöhle) (bei Bedarf),alkalom,30000,HUF,0,0,,FALSE,FALSE,TRUE,FALSE,FALSE,,,FALSE,TRUE
cat00122,pcat0008,08,Sutura (varrat) behelyezés,Suture placement,Nahtlegung,alkalom,3000,HUF,0,2500,,FALSE,TRUE,TRUE,FALSE,FALSE,,,FALSE,TRUE
cat00123,pcat0008,09,Sutura (varrat) eltávolítás,Suture removal,Nahtentfernung,alkalom,0,HUF,0,0,,FALSE,FALSE,TRUE,FALSE,FALSE,,,FALSE,TRUE
cat00124,pcat0008,10,Gyógyszer adása (fájdalomcsillapító),Medication administration (pain relief),Medikamentenverabreichung (Schmerzmittel),db,3000,HUF,0,2500,,FALSE,TRUE,FALSE,FALSE,FALSE,,,FALSE,TRUE
cat00125,pcat0009,01,3D kezelési terv készítése fogszabályozáshoz,3D treatment plan for orthodontics,3D-Behandlungsplan für Kieferorthopädie,állcsont,35000,HUF,0,25000,,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00126,pcat0009,02,Attachmentek ragasztása BioAligner rendszerhez,Attachment bonding for BioAligner system,Attachment-Befestigung für BioAligner-System,állcsont,30000,HUF,0,13500,,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00127,pcat0009,03,Fogszabályzó tisztító csomag,Orthodontic cleaning kit,Kieferorthopädisches Reinigungsset,db,20000,HUF,0,10000,,FALSE,TRUE,TRUE,FALSE,FALSE,,,FALSE,TRUE
cat00128,pcat0009,04,BioAligner láthatatlan fogszabályozó sín,BioAligner invisible orthodontic aligner,BioAligner unsichtbare kieferorthopädische Schiene,állcsont,22000,HUF,0,13500,,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
cat00129,pcat0009,05,Retenciós fogszabályozó sín,Orthodontic retention splint,Kieferorthopädische Retentionsschiene,állcsont,20000,HUF,0,13500,,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE,TRUE
